%	aapl	adbe	adp	amd	dell	gtw	hp	ibm	msft	orcl	sunw	yhoo
20010103	0.041724334	0.093330545	-0.009286482	0.053245512	0.057991947	0.039672705	0.051557516	0.047543467	0.043440423	0.08395751	0.113030977	0.040427972
20010104	0.017874082	-0.032585031	-0.030055147	0.011550926	-0.018000286	0.060997457	0.007106888	-0.006645901	0.004506292	0.007574431	-0.027152246	-0.019743732
20010105	-0.017874082	-0.01857124	-0.014116602	-0.018284308	-0.004276109	-0.048316425	-0.053313685	0.003767863	0.006116361	-0.033797354	-0.044203662	-0.015903643
20010108	0.004957693	-0.016649643	0.030556387	0.005073213	0.002847843	-0.012451307	0.010507637	-0.002023715	-0.001656347	-0.002704272	0.002906231	-0.020467599
20010109	0.016086343	0.002185112	0.013171905	0.014821616	0.013965656	-0.000919629	0.002594541	-0.004666717	0.024792522	0.02208777	0.018844038	0.044549794
20010110	-0.016086343	-0.0369516	0.001336149	0.009615769	0.033077485	0.023953254	0.002565454	0.004086112	0.008811641	0.016900751	-0.005567859	0.005372784
20010111	0.036133503	0.021419777	-0.002231594	0.026154365	0.029537816	0.060110328	0.008466047	0.001160434	0.017112309	0.00740244	0.040967275	-0.071419481
20010112	-0.02004716	0.020946982	0.008872442	-0.009047878	-0.013299121	-0.035553027	-0.023241192	0.000579056	-0.012008907	-0.013236464	-0.020891604	0.011396764
20010116	-0.001594765	0.003746565	0.001311868	-0.017106488	-0.012444819	-0.019791928	-0.004452299	-0.004949106	-0.007673638	-0.006772655	0.013167622	0.013077006
20010117	-0.007985367	0.02184936	-0.011980758	0.033541148	0.023357754	0.001505355	0.017514248	0.018058659	0.003087385	0.019187024	0.013626043	0.043371251
20010118	0.045917612	0.019834245	-0.001803911	0.088624485	0.027803746	0.043864199	0.040148726	0.049308008	0.020525454	0.007292055	0.032304439	0.056312543
20010119	0.018471786	0.017107903	-0.00045577	-0.013373533	0.025063914	0.024704979	0.013096786	0.011619435	0.041036852	0.009527727	-0.05290725	-0.007954217
20010122	-0.005603878	0.012406318	-0.009601941	-0.011238414	-0.002123694	-0.043137764	-0.015456951	-0.010618184	-0.006274746	-0.036006806	-0.005307127	0.011095556
20010123	0.027323127	-0.00363806	0.005967656	0.017373699	0.014652288	0.013946434	-0.002360405	0.001995604	0.003152291	-0.004514722	0.014878436	0.05036165
20010124	0	0.004990902	0.004538124	0.007238248	0.012177279	0.001174828	0.008609354	0.005441093	0.016705558	-0.020057587	0.016033029	0.041663222
20010125	-0.012072269	-0.022700489	-0.001352842	-0.014599181	-0.011141149	-0.034794697	-0.007030123	0.001225202	-0.007833116	-0.001809533	-0.021223779	-0.039051034
20010126	-0.008246137	0.007544871	-0.00363806	-0.011290909	0.001017276	0.005682635	0	0.013276731	0.015100152	0.006293503	0	-0.016950008
20010129	0.04478405	-0.031505711	0.007691187	0.031821713	0.030653176	0.018221956	0.037340643	0.003001838	0.003379741	0.000899826	0.031873247	0.024497605
20010130	0.001239757	-0.010171296	-0.002664171	0.018845167	-0.004806519	-0.013852968	0.003113235	0.006113491	-0.007641742	-0.001787193	-0.019856618	-0.002041482
20010131	-0.002503145	-0.0818603	-0.001954491	0.010362104	-0.032036232	0.005349029	-0.011054308	-0.017517773	-0.016139835	-0.017362985	-0.020808174	-0.026799046
20010201	-0.010159399	0.017057044	-0.001162381	0.01916697	-0.003119813	-0.01055521	0.000117839	0.007877267	0.009232421	0.013766383	0.007913379	-0.014798316
20010202	-0.01040276	-0.018301427	-0.014798518	-0.031885927	-0.012742801	-0.021912678	-0.013279285	-0.014637915	-0.01101413	-0.034769329	-0.027905023	-0.038547912
20010205	-0.009300661	0.017698858	0.009528955	0.001995092	-0.013128024	-0.00066153	-0.005501341	0.00761289	0.007960749	-0.003930294	-0.019989462	0.026335132
20010206	0.019703422	-0.013363962	0.004832867	0.000903839	0.041282812	0.022993007	0.018073113	0.007557809	0.004360388	0.001969593	-0.00096704	0.01595393
20010207	-0.007778617	-0.038007558	0.00029118	-0.008755498	-0.006102599	-0.006749734	-0.009545318	0.010223588	0.014506158	0.0009893	-0.019970714	-0.036562709
20010208	0	-0.049891214	0.001960373	0.007851659	-0.00722147	-0.008370649	-0.014224354	-0.010566016	-0.016684368	-0.008921839	-0.011396764	-0.044405952
20010209	-0.035416657	-0.006857456	-0.002688689	0.006644287	-0.044956542	-0.028896445	-0.017033339	-0.008067622	-0.022368202	-0.061139164	-0.02259895	-0.033639028
20010212	0.012600157	0.029656193	-0.004174884	-0.006644287	-0.004644905	0.019254799	-0.011827207	0.011102006	-0.002763283	-0.010502747	0.016258772	0.008649547
20010213	-0.012600157	-0.007949819	0.007080847	0.000180918	-0.019092942	0.001106483	0.007920484	-0.004368623	-0.004174441	-0.008330993	-0.00643411	-0.021475113
20010214	0.008433168	0.032340645	-0.006198582	0.01667839	0.013225533	0.002424386	0.015294092	0.005123918	0.001393463	0.044543165	0.026209959	0.021475113
20010215	0.012361262	-0.012369826	-0.001545141	0.021727741	0.03738446	0.025397087	0.024072239	0.006293147	0.003246439	0.008600172	0.008061232	0.040879818
20010216	-0.023642272	-0.030311511	7.37029E-05	-0.025925545	-0.026872146	-0.030037266	-0.040282979	-0.006670631	-0.011220191	-0.026328939	-0.06911397	-0.045660415
20010220	-0.015994106	-0.025401554	-0.014842713	-0.039341186	-0.028645181	-0.034429016	-0.035921597	-0.013422973	-0.011035606	-0.0161295	-0.017933276	-0.025787141
20010221	0.013127465	-0.056628259	0.004928755	0.008196277	-0.028028724	0.004545123	-0.007033844	-0.015826006	0.002904991	-0.002353905	-0.05452035	-0.007220823
20010222	-0.001428905	0.005383796	-0.004547628	-0.039508541	0.026803075	-0.016243998	-0.003487161	0.005579018	-0.008277871	0.007023784	0.025525019	-0.036845057
20010223	0	0.030134408	-0.002981701	0.022172979	0.025225925	0.011458336	0.00334242	-0.01999454	0.01212121	-0.026328939	0	0.025271721
20010226	0.015576556	-0.012655691	0.007529329	0.014113638	-0.008240557	-0.005813287	0	0.005395032	0.021010698	0.022840611	-0.001316583	0.00529427
20010227	-0.0027929	-0.01659499	0.002556007	-0.016478223	-0.010852385	-0.027427646	-0.020755222	-0.011323341	-0.001372941	-0.029043787	-0.020067862	-0.040856683
20010228	-0.025978842	-0.020959397	0.007873521	-0.009589228	-0.007381954	0.012292174	0.003779784	-0.011539542	-0.002751611	-0.057465904	0.001356898	0.006893562
20010301	0.011738403	-0.015206346	0.001396328	-0.011254433	-0.007509602	-0.038247889	0.00225218	0.025945185	0.002634564	0.051152522	0.004088736	0.011251549
20010302	0.011429462	-0.00584251	-0.001838208	0.016075512	0.011226105	-0.008352074	0.007718355	-0.015635039	-0.019995441	-0.102662342	-0.009586208	-0.051846156
20010305	0.024666884	-0.009915649	0.001618034	0.026916093	0.026255985	0.017087393	0.012471416	0.010941253	0.005708174	0.00320514	0.02812553	0.009898653
20010306	0.023340843	0.022468922	-0.003020294	0.02939957	0.048181782	0.023665966	0.024593208	0.004488978	0.014864878	0.015680204	0.02639482	0.003644887
20010307	-0.005079526	0.002855412	0.000738596	0.006098518	-0.004165846	0.018781875	0.002693308	0.006304549	0.009038638	0.023967156	-0.00366545	-0.028827849
20010308	-0.00902425	-0.024330525	0.004624493	0.015299626	0.003119813	-0.011422926	-0.009226222	-0.004383161	-0.010414471	-0.027058233	-0.035890496	-0.073256466
20010309	-0.011909657	-0.003004398	-0.012142676	-0.047617427	-0.04830468	-0.037011525	-0.019922684	-0.030321743	-0.01919722	-0.02885674	-0.066277395	-0.017229808
20010312	-0.036328746	-0.015392001	-0.015983413	-0.010756485	-0.025087055	-0.019330065	-0.005344786	-0.016947617	-0.038005913	-0.03268072	-0.009441283	-0.016267613
20010313	0.021339174	0.02238078	0.003568714	0.019612415	0.035423298	0.020697923	0.024306489	0.012993067	0.0184179	0.04736154	0.049546053	-0.008354649
20010314	0.01900294	-0.020297829	-0.0198393	0.002912296	0.007856762	0.00515892	-0.009026429	-0.015410255	-0.001509362	-0.023035469	-0.015887633	-0.020766377
20010315	-0.016236794	-0.01911629	-0.013553552	-0.00694886	-0.003344664	-0.033078401	-0.003522278	0.002735435	-0.002516534	-0.038863996	-0.008923929	-0.008969023
20010316	-0.001391935	0.058805487	-0.01840723	-0.002959429	-0.009071566	-0.001458834	-0.038432056	-0.02555135	0.007021015	-0.018884687	0.002995064	-0.043735497
